DiseaseID,DiseaseName,DiseaseDescription,SlimMapping,PathwayNames
MESH:D020795,Photophobia,Abnormal sensitivity to light. This may occur as a manifestation of EYE DISEASES; MIGRAINE; SUBARACHNOID HEMORRHAGE; MENINGITIS; and other disorders. Photophobia may also occur in association with DEPRESSION and other MENTAL DISORDERS.,"['Eye disease', 'Nervous system disease', 'Signs and symptoms']",Unfolded Protein Response (UPR)
MESH:D003557,Phyllodes Tumor,"A type of connective tissue neoplasm typically arising from intralobular stroma of the breast. It is characterized by the rapid enlargement of an asymmetric firm mobile mass. Histologically, its leaf-like stromal clefts are lined by EPITHELIAL CELLS. Rare phyllodes tumor of the prostate is also known.",['Cancer'],Transcriptional regulation of white adipocyte differentiation
MESH:D020774,Pick Disease of the Brain,"A rare form of DEMENTIA that is sometimes familial. Clinical features include APHASIA; APRAXIA; CONFUSION; ANOMIA; memory loss; and personality deterioration. This pattern is consistent with the pathologic findings of circumscribed atrophy of the poles of the FRONTAL LOBE and TEMPORAL LOBE. Neuronal loss is maximal in the HIPPOCAMPUS, entorhinal cortex, and AMYGDALA. Some ballooned cortical neurons contain argentophylic (Pick) bodies. (From Brain Pathol 1998 Apr;8(2):339-54; Adams et al., Principles of Neurology, 6th ed, pp1057-9)","['Mental disorder', 'Nervous system disease']",Wnt signaling pathway
MESH:D010859,Pigmentation Disorders,"Diseases affecting PIGMENTATION, including SKIN PIGMENTATION.","['Pathology (process)', 'Skin disease']",Vesicle-mediated transport
MESH:D047748,Pituitary ACTH Hypersecretion,A disease of the PITUITARY GLAND characterized by the excess amount of ADRENOCORTICOTROPIC HORMONE secreted. This leads to hypersecretion of cortisol (HYDROCORTISONE) by the ADRENAL GLANDS resulting in CUSHING SYNDROME.,"['Endocrine system disease', 'Nervous system disease']",Ub-specific processing proteases
MESH:D010899,Pituitary Apoplexy,"The sudden loss of blood supply to the PITUITARY GLAND, leading to tissue NECROSIS and loss of function (PANHYPOPITUITARISM). The most common cause is hemorrhage or INFARCTION of a PITUITARY ADENOMA. It can also result from acute hemorrhage into SELLA TURCICA due to HEAD TRAUMA; INTRACRANIAL HYPERTENSION; or other acute effects of central nervous system hemorrhage. Clinical signs include severe HEADACHE; HYPOTENSION; bilateral visual disturbances; UNCONSCIOUSNESS; and COMA.","['Cardiovascular disease', 'Endocrine system disease', 'Nervous system disease']",Signal Transduction
MESH:D010900,Pituitary Diseases,Disorders involving either the ADENOHYPOPHYSIS or the NEUROHYPOPHYSIS. These diseases usually manifest as hypersecretion or hyposecretion of PITUITARY HORMONES. Neoplastic pituitary masses can also cause compression of the OPTIC CHIASM and other adjacent structures.,"['Endocrine system disease', 'Nervous system disease']",Signal Transduction
MESH:D010911,Pituitary Neoplasms,"Neoplasms which arise from or metastasize to the PITUITARY GLAND. The majority of pituitary neoplasms are adenomas, which are divided into non-secreting and secreting forms. Hormone producing forms are further classified by the type of hormone they secrete. Pituitary adenomas may also be characterized by their staining properties (see ADENOMA, BASOPHIL; ADENOMA, ACIDOPHIL; and ADENOMA, CHROMOPHOBE). Pituitary tumors may compress adjacent structures, including the HYPOTHALAMUS, several CRANIAL NERVES, and the OPTIC CHIASM. Chiasmal compression may result in bitemporal HEMIANOPSIA.","['Cancer', 'Endocrine system disease', 'Nervous system disease']",Viral carcinogenesis
MESH:D010916,Pityriasis Rubra Pilaris,"A chronic skin disease characterized by small follicular papules, disseminated reddish-brown scaly patches, and often, palmoplantar hyperkeratosis. The papules are about the size of a pin and topped by a horny plug.",['Skin disease'],NF-kappa B signaling pathway
MESH:D010922,Placenta Diseases,Pathological processes or abnormal functions of the PLACENTA.,['Pregnancy complication'],Type II diabetes mellitus
MESH:D010930,Plague,"An acute infectious disease caused by YERSINIA PESTIS that affects humans, wild rodents, and their ectoparasites. This condition persists due to its firm entrenchment in sylvatic rodent-flea ecosystems throughout the world. Bubonic plague is the most common form.",['Bacterial infection or mycosis'],Immune System
MESH:D058226,"Plaque, Atherosclerotic",Lesions formed within the walls of ARTERIES associated with deposits of fat and other substances that accumulate in the lining of the artery wall.,['Pathology (anatomical condition)'],Visual phototransduction
MESH:D010995,Pleural Diseases,Diseases involving the PLEURA.,['Respiratory tract disease'],Unfolded Protein Response (UPR)
MESH:D010996,Pleural Effusion,Presence of fluid in the pleural cavity resulting from excessive transudation or exudation from the pleural surfaces. It is a sign of disease and not a diagnosis in itself.,['Respiratory tract disease'],Type II diabetes mellitus
MESH:D010997,Pleural Neoplasms,Neoplasms of the thin serous membrane that envelopes the lungs and lines the thoracic cavity. Pleural neoplasms are exceedingly rare and are usually not diagnosed until they are advanced because in the early stages they produce no symptoms.,"['Cancer', 'Respiratory tract disease']",Toll-like receptor signaling pathway
MESH:D010998,Pleurisy,"INFLAMMATION of PLEURA, the lining of the LUNG. When PARIETAL PLEURA is involved, there is pleuritic CHEST PAIN.",['Respiratory tract disease'],Viral myocarditis
MESH:D011008,Pneumococcal Infections,Infections with bacteria of the species STREPTOCOCCUS PNEUMONIAE.,['Bacterial infection or mycosis'],Tuberculosis
MESH:D011014,Pneumonia,Infection of the lung often accompanied by inflammation.,['Respiratory tract disease'],ZBP1(DAI) mediated induction of type I IFNs
MESH:D011015,"Pneumonia, Aspiration","A type of lung inflammation resulting from the aspiration of food, liquid, or gastric contents into the upper RESPIRATORY TRACT.",['Respiratory tract disease'],Tuberculosis
MESH:D011018,"Pneumonia, Pneumococcal",A febrile disease caused by STREPTOCOCCUS PNEUMONIAE.,"['Bacterial infection or mycosis', 'Respiratory tract disease']",Viral carcinogenesis
MESH:D011024,"Pneumonia, Viral",Inflammation of the lung parenchyma that is caused by a viral infection.,"['Respiratory tract disease', 'Viral disease']",Renin secretion
MESH:D011030,Pneumothorax,"An accumulation of air or gas in the PLEURAL CAVITY, which may occur spontaneously or as a result of trauma or a pathological process. The gas may also be introduced deliberately during PNEUMOTHORAX, ARTIFICIAL.",['Respiratory tract disease'],Renal cell carcinoma
MESH:D016891,"Polycystic Kidney, Autosomal Dominant",Kidney disorders with autosomal dominant inheritance and characterized by multiple CYSTS in both KIDNEYS with progressive deterioration of renal function.,"['Congenital abnormality', 'Genetic disease (inborn)', 'Urogenital disease (female)', 'Urogenital disease (male)']",Wnt signaling pathway
MESH:D007690,Polycystic Kidney Diseases,Hereditary diseases that are characterized by the progressive expansion of a large number of tightly packed CYSTS within the KIDNEYS. They include diseases with autosomal dominant and autosomal recessive inheritance.,"['Congenital abnormality', 'Genetic disease (inborn)', 'Urogenital disease (female)', 'Urogenital disease (male)']",XBP1(S) activates chaperone genes
MESH:D011085,Polycystic Ovary Syndrome,"A complex disorder characterized by infertility, HIRSUTISM; OBESITY; and various menstrual disturbances such as OLIGOMENORRHEA; AMENORRHEA; ANOVULATION. Polycystic ovary syndrome is usually associated with bilateral enlarged ovaries studded with atretic follicles, not with cysts. The term, polycystic ovary, is misleading.","['Cancer', 'Endocrine system disease', 'Urogenital disease (female)']",YAP1- and WWTR1 (TAZ)-stimulated gene expression
MESH:D011086,Polycythemia,"An increase in the total red cell mass of the blood. (Dorland, 27th ed)",['Blood disease'],Vesicle-mediated transport
MESH:D011087,Polycythemia Vera,"A myeloproliferative disorder of unknown etiology, characterized by abnormal proliferation of all hematopoietic bone marrow elements and an absolute increase in red cell mass and total blood volume, associated frequently with splenomegaly, leukocytosis, and thrombocythemia. Hematopoiesis is also reactive in extramedullary sites (liver and spleen). In time myelofibrosis occurs.","['Blood disease', 'Cancer']",Vesicle-mediated transport
MESH:D017689,Polydactyly,"A congenital anomaly of the hand or foot, marked by the presence of supernumerary digits.","['Congenital abnormality', 'Musculoskeletal disease']",Vesicle-mediated transport
MESH:D059606,Polydipsia,Excessive thirst manifested by excessive fluid intake. It is characteristic of many diseases such as DIABETES MELLITUS; DIABETES INSIPIDUS; and NEPHROGENIC DIABETES INSIPIDUS. The condition may be psychogenic in origin.,"['Pathology (process)', 'Signs and symptoms']",Transcriptional regulation of white adipocyte differentiation
MESH:D006831,Polyhydramnios,"A condition of abnormally high AMNIOTIC FLUID volume, such as greater than 2,000 ml in the LAST TRIMESTER and usually diagnosed by ultrasonographic criteria (AMNIOTIC FLUID INDEX). It is associated with maternal DIABETES MELLITUS; MULTIPLE PREGNANCY; CHROMOSOMAL DISORDERS; and congenital abnormalities.",['Pregnancy complication'],Signal Transduction
MESH:D017285,Polymyositis,"Diseases characterized by inflammation involving multiple muscles. This may occur as an acute or chronic condition associated with medication toxicity (DRUG TOXICITY); CONNECTIVE TISSUE DISEASES; infections; malignant NEOPLASMS; and other disorders. The term polymyositis is frequently used to refer to a specific clinical entity characterized by subacute or slowly progressing symmetrical weakness primarily affecting the proximal limb and trunk muscles. The illness may occur at any age, but is most frequent in the fourth to sixth decade of life. Weakness of pharyngeal and laryngeal muscles, interstitial lung disease, and inflammation of the myocardium may also occur. Muscle biopsy reveals widespread destruction of segments of muscle fibers and an inflammatory cellular response. (Adams et al., Principles of Neurology, 6th ed, pp1404-9)","['Musculoskeletal disease', 'Nervous system disease']",Vitamins
MESH:D011115,Polyneuropathies,"Diseases of multiple peripheral nerves simultaneously. Polyneuropathies usually are characterized by symmetrical, bilateral distal motor and sensory impairment with a graded increase in severity distally. The pathological processes affecting peripheral nerves include degeneration of the axon, myelin or both. The various forms of polyneuropathy are categorized by the type of nerve affected (e.g., sensory, motor, or autonomic), by the distribution of nerve injury (e.g., distal vs. proximal), by nerve component primarily affected (e.g., demyelinating vs. axonal), by etiology, or by pattern of inheritance.",['Nervous system disease'],Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
MESH:D027601,Polyomavirus Infections,"Infections with POLYOMAVIRUS, which are often cultured from the urine of kidney transplant patients. Excretion of BK VIRUS is associated with ureteral strictures and CYSTITIS, and that of JC VIRUS with progressive multifocal leukoencephalopathy (LEUKOENCEPHALOPATHY, PROGRESSIVE MULTIFOCAL).",['Viral disease'],VEGFR2 mediated cell proliferation
